client_number,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio
806140383,"Attrited Customer",59,M,"High School",Single,"$80K - $120K",Blue,2791,2396,0.858
751518633,"Attrited Customer",48,M,Post-Graduate,Single,"$120K +",Silver,34516,2517,0.073
712395408,"Attrited Customer",51,F,Graduate,Divorced,"Less than $40K",Blue,1495,691,0.462
818459733,"Attrited Customer",41,M,Doctorate,Single,"$120K +",Blue,9220,0,0
708867408,"Attrited Customer",52,M,"High School",Married,"$60K - $80K",Blue,23128,1958,0.085
810271083,"Attrited Customer",47,F,Unknown,Single,"$40K - $60K",Blue,14897,0,0
719420883,"Attrited Customer",56,F,Graduate,Unknown,"Less than $40K",Blue,1677,0,0
753365883,"Attrited Customer",44,F,Unknown,Single,Unknown,Blue,1900,0,0
717915783,"Attrited Customer",60,M,Unknown,Married,"$60K - $80K",Blue,4541,1037,0.228
708298233,"Attrited Customer",49,F,Graduate,Married,"Less than $40K",Blue,6184,0,0
712329933,"Attrited Customer",47,F,"High School",Unknown,"Less than $40K",Blue,3654,0,0
795784008,"Attrited Customer",44,F,Graduate,Married,"Less than $40K",Blue,3889,2517,0.647
720275358,"Attrited Customer",47,M,Graduate,Married,"$40K - $60K",Blue,1889,0,0
710727333,"Attrited Customer",49,F,"High School",Married,"Less than $40K",Blue,1763,0,0
807136758,"Attrited Customer",58,F,"High School",Married,"Less than $40K",Blue,1944,0,0
715400733,"Attrited Customer",43,F,Uneducated,Married,"$40K - $60K",Blue,1438,0,0
711389358,"Attrited Customer",42,M,Graduate,Married,"$40K - $60K",Blue,5791,2517,0.435
711253383,"Attrited Customer",48,F,Unknown,Married,Unknown,Blue,4382,0,0
794554683,"Attrited Customer",41,F,Graduate,Married,"Less than $40K",Blue,3159,0,0
711323283,"Attrited Customer",57,M,Uneducated,Married,"$60K - $80K",Blue,2527,1030,0.408
720711483,"Attrited Customer",56,F,"High School",Married,Unknown,Blue,3674,2517,0.685
809440008,"Attrited Customer",39,F,"High School",Single,Unknown,Blue,2069,550,0.266
711237633,"Attrited Customer",49,M,Graduate,Married,"$60K - $80K",Blue,1460,0,0
718913358,"Attrited Customer",36,M,Graduate,Single,"Less than $40K",Blue,4225,2517,0.596
718452633,"Attrited Customer",35,F,Graduate,Married,Unknown,Blue,1931,0,0
769883733,"Attrited Customer",46,M,Post-Graduate,Single,"$40K - $60K",Blue,2344,0,0
711122958,"Attrited Customer",41,F,Graduate,Single,"Less than $40K",Blue,1764,0,0
708606633,"Attrited Customer",56,F,Graduate,Married,"$40K - $60K",Blue,1544,0,0
713115483,"Attrited Customer",44,F,Uneducated,Married,"Less than $40K",Blue,1684,0,0
713186058,"Attrited Customer",42,F,Unknown,Married,"$40K - $60K",Blue,1438,0,0
789241308,"Attrited Customer",54,F,Unknown,Unknown,"Less than $40K",Blue,1438,0,0
778272408,"Attrited Customer",52,M,Unknown,Divorced,"$80K - $120K",Blue,5763,0,0
715328658,"Attrited Customer",41,F,Post-Graduate,Married,"Less than $40K",Blue,1495,0,0
708918558,"Attrited Customer",37,F,Graduate,Married,"$40K - $60K",Blue,1959,662,0.338
721480158,"Attrited Customer",50,F,Unknown,Married,"Less than $40K",Blue,1438,910,0.633
709100283,"Attrited Customer",36,F,"High School",Single,Unknown,Blue,5956,2517,0.423
713466033,"Attrited Customer",39,F,Graduate,Divorced,"Less than $40K",Blue,2092,0,0
709064208,"Attrited Customer",43,F,Uneducated,Single,"Less than $40K",Blue,1628,275,0.169
719630358,"Attrited Customer",50,F,"High School",Married,"Less than $40K",Blue,3546,0,0
712399308,"Attrited Customer",38,F,"High School",Unknown,"Less than $40K",Blue,2989,2387,0.799
717255333,"Attrited Customer",40,M,Graduate,Single,"$80K - $120K",Blue,6921,0,0
708793008,"Attrited Customer",46,M,Doctorate,Divorced,"$80K - $120K",Blue,9949,0,0
718303683,"Attrited Customer",36,F,Graduate,Married,"Less than $40K",Blue,1666,813,0.488
708660408,"Attrited Customer",40,F,College,Married,"$40K - $60K",Blue,1737,1689,0.972
711671058,"Attrited Customer",48,F,Uneducated,Married,Unknown,Blue,1438,0,0
808747233,"Attrited Customer",50,M,Doctorate,Married,"$120K +",Silver,34516,0,0
713084208,"Attrited Customer",43,M,College,Married,"$40K - $60K",Blue,4373,0,0
709803258,"Attrited Customer",48,M,Unknown,Married,"$80K - $120K",Blue,12073,0,0
818699208,"Attrited Customer",47,F,Post-Graduate,Married,Unknown,Blue,6451,0,0
719516208,"Attrited Customer",54,M,College,Single,"$120K +",Blue,34516,0,0
717026658,"Attrited Customer",43,F,Uneducated,Married,"Less than $40K",Blue,1897,0,0
766021083,"Attrited Customer",55,F,College,Single,"Less than $40K",Blue,2114,546,0.258
719756133,"Attrited Customer",34,M,Uneducated,Single,"$60K - $80K",Blue,3940,1384,0.351
713261133,"Attrited Customer",38,M,Graduate,Unknown,"$60K - $80K",Blue,8632,0,0
768243858,"Attrited Customer",54,M,"High School",Married,"$80K - $120K",Blue,3288,2517,0.766
709649958,"Attrited Customer",62,M,Post-Graduate,Divorced,"$60K - $80K",Silver,28229,287,0.01
717072108,"Attrited Customer",50,F,Unknown,Single,"$40K - $60K",Blue,2762,0,0
721460283,"Attrited Customer",49,F,Post-Graduate,Single,"Less than $40K",Blue,2214,915,0.413
719577258,"Attrited Customer",43,F,Uneducated,Divorced,"Less than $40K",Blue,6811,0,0
772528158,"Attrited Customer",55,F,Unknown,Single,"Less than $40K",Blue,1741,0,0
718707933,"Attrited Customer",54,M,Uneducated,Married,"$60K - $80K",Blue,2189,382,0.175
771638733,"Attrited Customer",49,M,Doctorate,Single,"$40K - $60K",Blue,4354,0,0
713930433,"Attrited Customer",57,M,Uneducated,Unknown,"$80K - $120K",Blue,4316,0,0
772162683,"Attrited Customer",34,F,Graduate,Married,"Less than $40K",Blue,3116,0,0
712531008,"Attrited Customer",43,M,Unknown,Married,"$120K +",Blue,24868,794,0.032
716709858,"Attrited Customer",34,F,Uneducated,Unknown,"Less than $40K",Blue,3074,0,0
814765533,"Attrited Customer",44,F,"High School",Single,"$40K - $60K",Blue,10587,2517,0.238
826421958,"Attrited Customer",46,F,"High School",Married,"Less than $40K",Blue,1438,0,0
708158133,"Attrited Customer",45,M,College,Married,"$80K - $120K",Blue,3031,2517,0.83
708653958,"Attrited Customer",38,M,College,Married,"$60K - $80K",Blue,6114,1461,0.239
712161858,"Attrited Customer",55,F,Unknown,Single,"Less than $40K",Blue,1438,0,0
780143283,"Attrited Customer",43,F,Graduate,Married,"$40K - $60K",Blue,2701,2498,0.925
719881533,"Attrited Customer",46,M,College,Married,"$40K - $60K",Silver,16547,0,0
771783333,"Attrited Customer",49,F,Uneducated,Divorced,"$40K - $60K",Blue,2173,0,0
711274458,"Attrited Customer",38,F,"High School",Married,"Less than $40K",Blue,1438,0,0
714035283,"Attrited Customer",56,F,Post-Graduate,Married,"Less than $40K",Blue,2802,2256,0.805
708376983,"Attrited Customer",58,F,Unknown,Single,Unknown,Blue,8513,799,0.094
711862533,"Attrited Customer",55,F,Uneducated,Married,"Less than $40K",Blue,2258,2000,0.886
772407333,"Attrited Customer",41,F,Unknown,Married,"Less than $40K",Blue,1654,0,0
720654183,"Attrited Customer",45,M,Graduate,Married,"$80K - $120K",Blue,23542,1307,0.056
779348358,"Attrited Customer",52,F,Uneducated,Single,"Less than $40K",Blue,1717,0,0
827051808,"Attrited Customer",44,F,College,Married,"Less than $40K",Blue,7499,1083,0.144
710484408,"Attrited Customer",39,M,Post-Graduate,Married,"$120K +",Blue,8700,1742,0.2
817108083,"Attrited Customer",55,M,Unknown,Single,"$60K - $80K",Blue,14266,1341,0.094
813449508,"Attrited Customer",61,M,Graduate,Married,"$60K - $80K",Blue,9918,850,0.086
713474733,"Attrited Customer",51,M,Graduate,Single,"$80K - $120K",Blue,1438,327,0.227
790119408,"Attrited Customer",48,F,Uneducated,Married,"Less than $40K",Blue,4960,0,0
708684108,"Attrited Customer",46,F,Graduate,Married,"$40K - $60K",Blue,4152,1446,0.348
803115258,"Attrited Customer",62,M,College,Unknown,"$40K - $60K",Blue,3477,0,0
708736608,"Attrited Customer",40,M,Graduate,Married,"$120K +",Blue,2269,0,0
713047608,"Attrited Customer",40,F,College,Unknown,"Less than $40K",Blue,2387,2013,0.843
711886383,"Attrited Customer",54,F,"High School",Married,Unknown,Blue,5342,605,0.113
713058858,"Attrited Customer",54,F,Graduate,Unknown,"Less than $40K",Blue,1695,913,0.539
714789033,"Attrited Customer",54,F,Graduate,Married,"Less than $40K",Blue,3173,2517,0.793
809811858,"Attrited Customer",43,M,"High School",Unknown,"$80K - $120K",Blue,1504,0,0
826709658,"Attrited Customer",45,F,Graduate,Divorced,"$40K - $60K",Blue,1477,0,0
719098308,"Attrited Customer",56,F,"High School",Single,"Less than $40K",Blue,2423,268,0.111
757194408,"Attrited Customer",43,M,College,Married,"$60K - $80K",Blue,1438,0,0
762020133,"Attrited Customer",37,F,"High School",Married,Unknown,Blue,9874,0,0
780720258,"Attrited Customer",45,M,"High School",Divorced,"Less than $40K",Blue,3489,2517,0.721
788835408,"Attrited Customer",49,F,Unknown,Married,"Less than $40K",Blue,2910,0,0
712327608,"Attrited Customer",54,F,Doctorate,Single,"Less than $40K",Blue,2708,0,0
712982808,"Attrited Customer",47,M,Doctorate,Divorced,"$80K - $120K",Blue,1438,0,0
715222533,"Attrited Customer",52,F,Graduate,Married,"Less than $40K",Blue,2566,1079,0.42
708373083,"Attrited Customer",40,F,Unknown,Married,"$40K - $60K",Blue,3356,2517,0.75
712552608,"Attrited Customer",46,F,Graduate,Married,"Less than $40K",Blue,1438,0,0
794675058,"Attrited Customer",36,M,Graduate,Married,"$80K - $120K",Blue,5015,1963,0.391
809616108,"Attrited Customer",38,F,"High School",Single,"Less than $40K",Blue,1568,0,0
708108333,"Attrited Customer",47,F,Graduate,Married,Unknown,Blue,5590,0,0
708972783,"Attrited Customer",48,F,College,Married,"Less than $40K",Blue,1745,0,0
767553333,"Attrited Customer",45,M,Graduate,Single,"$80K - $120K",Blue,8383,0,0
720062508,"Attrited Customer",38,F,Unknown,Married,"$40K - $60K",Blue,1628,0,0
714013983,"Attrited Customer",37,F,Post-Graduate,Married,"Less than $40K",Blue,1586,0,0
711540108,"Attrited Customer",44,F,Doctorate,Unknown,Unknown,Blue,1438,0,0
713583408,"Attrited Customer",51,F,Graduate,Single,"$40K - $60K",Blue,4708,920,0.195
713957283,"Attrited Customer",42,F,Uneducated,Married,"Less than $40K",Blue,3214,0,0
815539233,"Attrited Customer",54,M,"High School",Single,"$80K - $120K",Silver,34516,214,0.006
711399408,"Attrited Customer",34,F,Graduate,Divorced,Unknown,Blue,12373,0,0
711716133,"Attrited Customer",42,F,"High School",Married,"$40K - $60K",Blue,1585,1381,0.871
720872433,"Attrited Customer",39,F,Uneducated,Single,"$40K - $60K",Blue,3911,0,0
715530258,"Attrited Customer",46,F,Post-Graduate,Single,Unknown,Blue,4848,2517,0.519
710410158,"Attrited Customer",49,M,Graduate,Unknown,"$80K - $120K",Blue,34516,0,0
708976908,"Attrited Customer",40,M,Post-Graduate,Single,"$80K - $120K",Blue,8958,0,0
712602708,"Attrited Customer",36,M,Unknown,Unknown,"$80K - $120K",Blue,1815,0,0
771422883,"Attrited Customer",57,F,Graduate,Married,"Less than $40K",Blue,1759,186,0.106
708703308,"Attrited Customer",35,F,Unknown,Married,"$40K - $60K",Blue,2045,1707,0.835
820047858,"Attrited Customer",44,F,Graduate,Unknown,"Less than $40K",Blue,3017,1868,0.619
708186933,"Attrited Customer",33,M,Graduate,Single,"$60K - $80K",Blue,1819,725,0.399
708498033,"Attrited Customer",44,F,Unknown,Married,"Less than $40K",Blue,2279,1837,0.806
815315058,"Attrited Customer",48,F,"High School",Married,"$40K - $60K",Blue,1438,0,0
713512308,"Attrited Customer",50,F,Graduate,Single,"Less than $40K",Blue,3423,0,0
709581483,"Attrited Customer",40,F,Doctorate,Married,"Less than $40K",Blue,2984,2517,0.843
711201108,"Attrited Customer",37,F,"High School",Single,"Less than $40K",Blue,1653,0,0
714887808,"Attrited Customer",43,F,Uneducated,Single,"Less than $40K",Blue,1818,0,0
709714008,"Attrited Customer",50,F,Unknown,Single,Unknown,Blue,9248,0,0
714519408,"Attrited Customer",44,F,College,Married,"Less than $40K",Blue,5357,2139,0.399
712740108,"Attrited Customer",43,F,Uneducated,Divorced,"Less than $40K",Blue,1706,0,0
720251358,"Attrited Customer",54,F,"High School",Divorced,"Less than $40K",Blue,3591,2517,0.701
828294933,"Attrited Customer",49,F,"High School",Married,"Less than $40K",Blue,2951,2437,0.826
712307283,"Attrited Customer",54,M,College,Single,"$120K +",Blue,9090,2517,0.277
778910883,"Attrited Customer",53,M,Unknown,Married,"$80K - $120K",Blue,1837,875,0.476
779848383,"Attrited Customer",37,F,Graduate,Single,"Less than $40K",Blue,1784,577,0.323
717371583,"Attrited Customer",56,F,Uneducated,Single,"Less than $40K",Blue,1883,400,0.212
712163433,"Attrited Customer",47,M,Uneducated,Married,"$40K - $60K",Blue,1684,644,0.382
711487533,"Attrited Customer",47,F,Unknown,Married,"Less than $40K",Blue,1438,0,0
715306983,"Attrited Customer",42,M,"High School",Married,"$60K - $80K",Blue,1866,0,0
789637308,"Attrited Customer",45,F,College,Divorced,"$40K - $60K",Blue,3076,0,0
794172033,"Attrited Customer",58,F,Post-Graduate,Divorced,"Less than $40K",Blue,1817,0,0
714520233,"Attrited Customer",59,F,Graduate,Married,"Less than $40K",Blue,1708,0,0
717725433,"Attrited Customer",54,F,Graduate,Married,"$40K - $60K",Blue,1606,0,0
710690733,"Attrited Customer",47,F,Graduate,Married,"Less than $40K",Blue,1666,0,0
779084208,"Attrited Customer",43,F,"High School",Divorced,"Less than $40K",Blue,1662,613,0.369
715304958,"Attrited Customer",42,F,Graduate,Single,"Less than $40K",Blue,2053,0,0
715950483,"Attrited Customer",39,F,Uneducated,Married,"$40K - $60K",Blue,2821,725,0.257
711919608,"Attrited Customer",42,F,Graduate,Married,"Less than $40K",Blue,2031,1720,0.847
717624708,"Attrited Customer",59,M,"High School",Divorced,"Less than $40K",Blue,1438,0,0
789095958,"Attrited Customer",50,M,Unknown,Single,"$60K - $80K",Blue,7603,744,0.098
713736333,"Attrited Customer",41,F,Uneducated,Married,"$40K - $60K",Blue,3606,0,0
714213708,"Attrited Customer",35,F,College,Single,"Less than $40K",Blue,3611,2517,0.697
720142308,"Attrited Customer",52,F,Graduate,Married,"Less than $40K",Blue,2160,0,0
819688458,"Attrited Customer",44,F,Graduate,Unknown,"Less than $40K",Blue,1545,0,0
710785383,"Attrited Customer",49,F,Graduate,Married,"Less than $40K",Blue,2212,0,0
713597658,"Attrited Customer",36,F,Uneducated,Single,"Less than $40K",Blue,2784,2378,0.854
713953383,"Attrited Customer",50,M,Post-Graduate,Single,"$60K - $80K",Blue,2317,0,0
716510658,"Attrited Customer",50,F,Doctorate,Single,"Less than $40K",Blue,2595,2353,0.907
708519108,"Attrited Customer",46,F,Graduate,Married,Unknown,Blue,2694,1576,0.585
719740008,"Attrited Customer",51,F,"High School",Married,"Less than $40K",Blue,2791,940,0.337
711605208,"Attrited Customer",61,M,Uneducated,Married,"$80K - $120K",Blue,1438,0,0
714408933,"Attrited Customer",44,M,Graduate,Single,"$80K - $120K",Blue,10834,0,0
716099958,"Attrited Customer",39,F,Unknown,Married,"$40K - $60K",Blue,3333,1867,0.56
712795833,"Attrited Customer",34,F,Graduate,Married,"Less than $40K",Blue,5021,2517,0.501
712593933,"Attrited Customer",40,M,Doctorate,Married,"$40K - $60K",Blue,2313,0,0
714164808,"Attrited Customer",42,F,Graduate,Married,"$40K - $60K",Blue,2918,0,0
710500983,"Attrited Customer",43,M,College,Single,"$80K - $120K",Blue,4617,1035,0.224
711904008,"Attrited Customer",40,M,"High School",Married,"$60K - $80K",Blue,5869,0,0
717666783,"Attrited Customer",56,F,College,Single,"Less than $40K",Blue,2272,1350,0.594
720731808,"Attrited Customer",52,F,Graduate,Single,"Less than $40K",Blue,2437,0,0
789907533,"Attrited Customer",49,M,Graduate,Married,"$80K - $120K",Blue,4576,193,0.042
715919283,"Attrited Customer",39,F,College,Single,"$40K - $60K",Blue,1776,0,0
714559458,"Attrited Customer",46,M,College,Married,"$60K - $80K",Blue,1681,0,0
772150983,"Attrited Customer",48,F,"High School",Unknown,"Less than $40K",Blue,2363,978,0.414
713920158,"Attrited Customer",41,F,Uneducated,Unknown,Unknown,Blue,13733,0,0
712998033,"Attrited Customer",37,M,"High School",Single,"$120K +",Blue,7361,0,0
712843983,"Attrited Customer",41,F,College,Divorced,"Less than $40K",Blue,1569,257,0.164
714127383,"Attrited Customer",48,F,Unknown,Unknown,Unknown,Blue,4431,2517,0.568
779380908,"Attrited Customer",51,M,Unknown,Married,"$80K - $120K",Blue,24462,946,0.039
713011683,"Attrited Customer",37,F,College,Married,Unknown,Blue,11239,0,0
712677633,"Attrited Customer",42,F,Uneducated,Divorced,Unknown,Blue,2712,0,0
713381433,"Attrited Customer",38,F,"High School",Married,"Less than $40K",Blue,4196,731,0.174
716697708,"Attrited Customer",61,F,"High School",Single,Unknown,Blue,3293,0,0
720507108,"Attrited Customer",42,F,College,Married,"Less than $40K",Blue,1601,0,0
716751858,"Attrited Customer",34,F,Unknown,Married,"Less than $40K",Blue,2401,496,0.207
712829808,"Attrited Customer",39,M,Uneducated,Married,"$60K - $80K",Blue,2187,0,0
779302233,"Attrited Customer",40,F,Graduate,Single,"Less than $40K",Blue,1438,0,0
717042333,"Attrited Customer",53,F,College,Married,"Less than $40K",Blue,1473,0,0
771061008,"Attrited Customer",40,F,Doctorate,Married,"$40K - $60K",Blue,2208,0,0
720824883,"Attrited Customer",48,F,Unknown,Single,"Less than $40K",Blue,3251,2517,0.774
715847058,"Attrited Customer",59,F,Uneducated,Divorced,"Less than $40K",Blue,1863,1853,0.995
712770408,"Attrited Customer",42,F,Graduate,Unknown,"Less than $40K",Blue,3413,0,0
710752233,"Attrited Customer",43,F,"High School",Unknown,"$40K - $60K",Blue,4430,2203,0.497
715146558,"Attrited Customer",34,F,College,Married,"Less than $40K",Blue,1696,0,0
778606308,"Attrited Customer",45,M,Uneducated,Divorced,"$80K - $120K",Blue,6614,1881,0.284
710438358,"Attrited Customer",42,F,Uneducated,Single,"Less than $40K",Blue,3241,0,0
712562433,"Attrited Customer",48,F,Unknown,Married,"Less than $40K",Blue,4204,0,0
713717283,"Attrited Customer",40,F,Unknown,Single,"$40K - $60K",Blue,2473,2332,0.943
713822208,"Attrited Customer",42,M,"High School",Single,"$60K - $80K",Blue,4836,493,0.102
718230933,"Attrited Customer",45,M,Graduate,Single,"Less than $40K",Blue,1438,1060,0.737
711637458,"Attrited Customer",44,F,"High School",Single,"Less than $40K",Blue,2228,0,0
708384033,"Attrited Customer",45,F,Uneducated,Married,"Less than $40K",Blue,2745,2463,0.897
713677158,"Attrited Customer",31,F,Graduate,Divorced,Unknown,Blue,1623,0,0
718090233,"Attrited Customer",56,F,Graduate,Single,Unknown,Blue,10016,1872,0.187
787529583,"Attrited Customer",41,F,Unknown,Married,"$40K - $60K",Blue,1588,0,0
713772333,"Attrited Customer",45,F,Unknown,Divorced,"Less than $40K",Blue,3223,243,0.075
714514008,"Attrited Customer",38,F,Graduate,Married,Unknown,Blue,8953,0,0
711669258,"Attrited Customer",50,F,Uneducated,Single,Unknown,Blue,3187,986,0.309
720592533,"Attrited Customer",41,M,Graduate,Unknown,"$80K - $120K",Blue,19782,868,0.044
778207083,"Attrited Customer",53,M,Uneducated,Single,"$80K - $120K",Blue,11561,2189,0.189
778781508,"Attrited Customer",44,F,"High School",Married,Unknown,Blue,8477,2517,0.297
712130058,"Attrited Customer",44,F,Uneducated,Single,Unknown,Blue,8075,317,0.039
794719983,"Attrited Customer",44,F,"High School",Unknown,"Less than $40K",Blue,2616,2505,0.958
778378983,"Attrited Customer",54,F,Graduate,Single,"Less than $40K",Blue,2939,2152,0.732
709850508,"Attrited Customer",33,F,Graduate,Married,"Less than $40K",Blue,3202,0,0
712448658,"Attrited Customer",52,F,"High School",Single,"Less than $40K",Blue,1795,0,0
708276183,"Attrited Customer",52,F,Post-Graduate,Married,"Less than $40K",Blue,1760,0,0
720590058,"Attrited Customer",51,F,Graduate,Single,"$40K - $60K",Blue,8840,1794,0.203
717748608,"Attrited Customer",35,F,"High School",Married,"Less than $40K",Blue,1555,872,0.561
716694108,"Attrited Customer",42,M,Uneducated,Married,"$120K +",Blue,5195,468,0.09
719981508,"Attrited Customer",37,M,Uneducated,Single,Unknown,Blue,1649,0,0
716754783,"Attrited Customer",43,M,"High School",Married,"$120K +",Blue,17228,1331,0.077
708575058,"Attrited Customer",46,F,Uneducated,Divorced,"$40K - $60K",Blue,3157,965,0.306
713929533,"Attrited Customer",36,F,College,Married,"Less than $40K",Blue,1707,0,0
720766908,"Attrited Customer",40,F,Uneducated,Single,"Less than $40K",Blue,3021,0,0
805524708,"Attrited Customer",52,F,"High School",Divorced,"Less than $40K",Blue,6629,2517,0.38
716299608,"Attrited Customer",58,F,Unknown,Divorced,"Less than $40K",Blue,1508,0,0
802460433,"Attrited Customer",57,F,"High School",Married,Unknown,Blue,1438,0,0
719512983,"Attrited Customer",47,F,Graduate,Single,"Less than $40K",Blue,1438,0,0
714923583,"Attrited Customer",38,F,Graduate,Unknown,"Less than $40K",Blue,2369,0,0
720719883,"Attrited Customer",54,F,Graduate,Single,Unknown,Blue,1874,0,0
806914158,"Attrited Customer",38,F,Graduate,Married,"$40K - $60K",Blue,4047,0,0
812671758,"Attrited Customer",47,F,Doctorate,Married,Unknown,Blue,4345,2176,0.501
793630083,"Attrited Customer",39,M,"High School",Single,"$120K +",Blue,1726,1476,0.855
712900308,"Attrited Customer",44,F,College,Single,"Less than $40K",Blue,1751,0,0
780660183,"Attrited Customer",43,F,"High School",Divorced,"Less than $40K",Blue,8203,0,0
720761208,"Attrited Customer",59,M,College,Single,"$120K +",Blue,4789,357,0.075
788794758,"Attrited Customer",46,M,Graduate,Single,"$40K - $60K",Blue,2979,0,0
711150333,"Attrited Customer",40,F,Graduate,Single,"Less than $40K",Blue,2391,0,0
715516458,"Attrited Customer",42,F,"High School",Married,"$40K - $60K",Blue,2705,2430,0.898
808903308,"Attrited Customer",54,F,Unknown,Married,"$40K - $60K",Blue,2471,0,0
713373708,"Attrited Customer",54,F,Unknown,Single,"Less than $40K",Blue,1857,0,0
711448983,"Attrited Customer",47,F,Graduate,Married,"Less than $40K",Blue,2234,2024,0.906
712664658,"Attrited Customer",35,F,Graduate,Single,"Less than $40K",Blue,1649,0,0
714237033,"Attrited Customer",42,F,Uneducated,Married,Unknown,Blue,5557,2246,0.404
713726958,"Attrited Customer",40,F,Doctorate,Married,"Less than $40K",Blue,1728,0,0
711873033,"Attrited Customer",35,F,Unknown,Single,Unknown,Blue,1438,0,0
712715208,"Attrited Customer",52,M,"High School",Single,"$80K - $120K",Blue,3770,0,0
778899708,"Attrited Customer",56,F,Unknown,Single,"$40K - $60K",Blue,2963,0,0
771865908,"Attrited Customer",48,F,Graduate,Single,Unknown,Blue,11750,487,0.041
715162608,"Attrited Customer",48,F,Graduate,Single,"Less than $40K",Blue,2168,1323,0.61
709079883,"Attrited Customer",45,F,Doctorate,Married,"Less than $40K",Blue,1663,1012,0.609
721406658,"Attrited Customer",32,F,Unknown,Divorced,"Less than $40K",Blue,1732,0,0
797150733,"Attrited Customer",44,M,Unknown,Single,"$40K - $60K",Blue,1643,0,0
714930333,"Attrited Customer",39,M,College,Married,"$80K - $120K",Blue,4618,0,0
717489033,"Attrited Customer",27,F,"High School",Single,"Less than $40K",Blue,1438,0,0
714424533,"Attrited Customer",41,F,Graduate,Married,"Less than $40K",Blue,1655,0,0
713748708,"Attrited Customer",46,F,Graduate,Single,"Less than $40K",Blue,1438,0,0
816476658,"Attrited Customer",54,F,Unknown,Married,Unknown,Blue,1812,1798,0.992
711234783,"Attrited Customer",44,F,Unknown,Married,"Less than $40K",Blue,2020,0,0
717409533,"Attrited Customer",36,F,Post-Graduate,Single,"Less than $40K",Blue,1821,1486,0.816
787452333,"Attrited Customer",39,F,"High School",Married,"Less than $40K",Blue,2024,0,0
709520058,"Attrited Customer",53,M,Uneducated,Married,"$120K +",Blue,19138,0,0
820694133,"Attrited Customer",60,F,"High School",Married,Unknown,Blue,5549,0,0
711800658,"Attrited Customer",42,F,"High School",Single,"Less than $40K",Blue,2145,0,0
712279683,"Attrited Customer",44,M,Graduate,Married,"$60K - $80K",Blue,9114,0,0
712853358,"Attrited Customer",39,F,"High School",Unknown,"Less than $40K",Blue,1817,0,0
709362033,"Attrited Customer",52,F,Graduate,Married,"Less than $40K",Blue,1471,0,0
719860308,"Attrited Customer",42,F,Graduate,Married,"Less than $40K",Blue,1438,0,0
714443058,"Attrited Customer",43,F,College,Married,"Less than $40K",Blue,1484,0,0
716315508,"Attrited Customer",37,F,Post-Graduate,Married,"$40K - $60K",Blue,3233,2517,0.779
720401658,"Attrited Customer",53,F,Graduate,Single,"Less than $40K",Blue,1438,1030,0.716
718806783,"Attrited Customer",46,F,Uneducated,Married,Unknown,Blue,2872,357,0.124
714484008,"Attrited Customer",49,F,Uneducated,Married,"Less than $40K",Blue,1567,0,0
719176308,"Attrited Customer",43,M,College,Divorced,"$80K - $120K",Blue,7278,0,0
714630858,"Attrited Customer",36,F,Uneducated,Unknown,"Less than $40K",Blue,1470,458,0.312
712662783,"Attrited Customer",43,F,College,Married,Unknown,Blue,3793,2517,0.664
779905008,"Attrited Customer",54,F,Graduate,Unknown,"$40K - $60K",Blue,1779,0,0
720961383,"Attrited Customer",47,F,Uneducated,Single,Unknown,Blue,2952,0,0
714202008,"Attrited Customer",53,F,"High School",Married,"Less than $40K",Blue,3918,2517,0.642
712704933,"Attrited Customer",49,F,"High School",Unknown,"$40K - $60K",Blue,4048,0,0
715904433,"Attrited Customer",42,F,College,Married,"$40K - $60K",Blue,1695,0,0
711691608,"Attrited Customer",46,F,Graduate,Single,"Less than $40K",Blue,2881,2450,0.85
708266883,"Attrited Customer",34,F,Graduate,Single,"Less than $40K",Blue,1666,0,0
711102858,"Attrited Customer",48,F,Doctorate,Single,Unknown,Blue,3137,860,0.274
711722808,"Attrited Customer",51,F,Graduate,Single,"Less than $40K",Blue,1483,0,0
710292333,"Attrited Customer",44,F,"High School",Married,Unknown,Blue,7772,0,0
787339158,"Attrited Customer",56,M,Graduate,Married,"$80K - $120K",Blue,8688,0,0
714848958,"Attrited Customer",47,F,Graduate,Single,"Less than $40K",Gold,15109,897,0.059
713144208,"Attrited Customer",51,F,"High School",Married,Unknown,Blue,9989,568,0.057
771594783,"Attrited Customer",56,F,College,Married,Unknown,Blue,1438,0,0
719305608,"Attrited Customer",57,F,"High School",Single,"Less than $40K",Blue,2347,1900,0.81
720190083,"Attrited Customer",56,F,Unknown,Single,"Less than $40K",Blue,1632,0,0
708323208,"Attrited Customer",49,F,Uneducated,Married,"Less than $40K",Blue,1522,0,0
716963283,"Attrited Customer",47,F,Graduate,Unknown,"Less than $40K",Blue,3165,2517,0.795
719449533,"Attrited Customer",49,F,Uneducated,Single,"$40K - $60K",Blue,2655,2283,0.86
778819083,"Attrited Customer",41,F,Doctorate,Married,"$40K - $60K",Blue,1604,0,0
714773508,"Attrited Customer",54,F,Graduate,Married,"$40K - $60K",Blue,1632,351,0.215
711456108,"Attrited Customer",46,F,Unknown,Married,"$40K - $60K",Blue,1438,819,0.569
713027058,"Attrited Customer",46,F,Doctorate,Single,"Less than $40K",Blue,2292,0,0
